Released_ID	Title	MovieID	ReleasedYear
1797	Lawn Dogs (1997)	1797	2011
1798	Quest for Camelot (1998)	1798	2012
1799	Godzilla (1998)	1799	2013
1800	Bulworth (1998)	1800	2014
1801	Fear and Loathing in Las Vegas (1998)	1801	2015
1802	"Opposite of Sex, The (1998)"	1802	2016
1803	I Got the Hook Up (1998)	1803	2017
1804	Almost Heroes (1998)	1804	2018
1805	Hope Floats (1998)	1805	2019
1806	Insomnia (1997)	1806	2020
1807	Little Boy Blue (1997)	1807	2021
1808	"Ugly, The (1997)"	1808	2022
1809	"Perfect Murder, A (1998)"	1809	2020
1810	Beyond Silence (Jenseits der Stille) (1996)	1810	1970
1811	Six Days Seven Nights (1998)	1811	1971
1812	Can't Hardly Wait (1998)	1812	1972
1813	Cousin Bette (1998)	1813	1973
1814	High Art (1998)	1814	1974
1815	"Land Girls, The (1998)"	1815	1975
1816	Passion in the Desert (1998)	1816	1976
1817	"Children of Heaven, The (Bacheha-Ye Aseman) (1997)"	1817	1977
1818	Dear Jesse (1997)	1818	1978
1819	Dream for an Insomniac (1996)	1819	1979
1820	Hav Plenty (1997)	1820	1980
1821	Henry Fool (1997)	1821	1981
1822	Marie from the Bay of Angels (Marie Baie Des Anges) (1997)	1822	1982
1823	Mr. Jealousy (1997)	1823	1983
1824	Mulan (1998)	1824	1984
1825	Resurrection Man (1998)	1825	1985
1826	"X-Files: Fight the Future, The (1998)"	1826	1986
1827	I Went Down (1997)	1827	1987
1828	Dr. Dolittle (1998)	1828	1988
1829	Out of Sight (1998)	1829	1989
1830	Picnic at Hanging Rock (1975)	1830	1990
1831	Smoke Signals (1998)	1831	1991
1832	Voyage to the Beginning of the World (Viagem ao Princípio do Mundo) (1997)	1832	1992
1833	Buffalo '66 (a.k.a. Buffalo 66) (1998)	1833	1993
1834	Armageddon (1998)	1834	1994
1835	Lethal Weapon 4 (1998)	1835	1995
1836	Madeline (1998)	1836	1996
1837	Small Soldiers (1998)	1837	1997
1838	Pi (1998)	1838	1998
1839	Whatever (1998)	1839	1999
1840	There's Something About Mary (1998)	1840	2000
1841	Plan 9 from Outer Space (1959)	1841	2001
1842	Wings (1927)	1842	2002
1843	"Broadway Melody, The (1929)"	1843	2003
1844	All Quiet on the Western Front (1930)	1844	2004
1845	Cimarron (1931)	1845	2005
1846	Grand Hotel (1932)	1846	2006
1847	Cavalcade (1933)	1847	2007
1848	Mutiny on the Bounty (1935)	1848	2008
1849	"Great Ziegfeld, The (1936)"	1849	2009
1850	"Life of Emile Zola, The (1937)"	1850	2010
1851	You Can't Take It with You (1938)	1851	2011
1852	How Green Was My Valley (1941)	1852	2012
1853	Mrs. Miniver (1942)	1853	2013
1854	Going My Way (1944)	1854	2014
1855	"Lost Weekend, The (1945)"	1855	2015
1856	"Best Years of Our Lives, The (1946)"	1856	2016
1857	Gentleman's Agreement (1947)	1857	2017
1858	Hamlet (1948)	1858	2018
1859	All the King's Men (1949)	1859	2019
1860	"Greatest Show on Earth, The (1952)"	1860	2020
1861	From Here to Eternity (1953)	1861	2021
1862	On the Waterfront (1954)	1862	2022
1863	Marty (1955)	1863	1999
1864	West Side Story (1961)	1864	2000
1865	Tom Jones (1963)	1865	2001
1866	"Man for All Seasons, A (1966)"	1866	2002
1867	In the Heat of the Night (1967)	1867	2003
1868	Oliver! (1968)	1868	2004
1869	Midnight Cowboy (1969)	1869	2005
1870	"French Connection, The (1971)"	1870	2022
1871	Rocky (1976)	1871	2000
1872	Kramer vs. Kramer (1979)	1872	2001
1873	Ordinary People (1980)	1873	2002
1874	Chariots of Fire (1981)	1874	2003
1875	Terms of Endearment (1983)	1875	2004
1876	Out of Africa (1985)	1876	2005
1877	"Last Emperor, The (1987)"	1877	2006
1878	Rain Man (1988)	1878	2007
1879	Driving Miss Daisy (1989)	1879	2008
1880	Take the Money and Run (1969)	1880	2009
1881	Klute (1971)	1881	2010
1882	Repo Man (1984)	1882	2011
1883	Metropolitan (1990)	1883	2012
1884	Labyrinth (1986)	1884	2013
1885	"Breakfast Club, The (1985)"	1885	2014
1886	"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)"	1886	2015
1887	"Nightmare on Elm Street 3: Dream Warriors, A (1987)"	1887	2016
1888	"Nightmare on Elm Street 4: The Dream Master, A (1988)"	1888	2017
1889	"Nightmare on Elm Street 5: The Dream Child, A (1989)"	1889	2018
1890	"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)"	1890	2019
1891	Friday the 13th (1980)	1891	2020
1892	Friday the 13th Part 2 (1981)	1892	2021
1893	Friday the 13th Part 3: 3D (1982)	1893	2022
1894	Friday the 13th Part IV: The Final Chapter (1984)	1894	2020
1895	Friday the 13th Part V: A New Beginning (1985)	1895	1970
1896	Friday the 13th Part VI: Jason Lives (1986)	1896	1971
1897	Friday the 13th Part VII: The New Blood (1988)	1897	1972
1898	Friday the 13th Part VIII: Jason Takes Manhattan (1989)	1898	1973
1899	Halloween (1978)	1899	1974
1900	Halloween II (1981)	1900	1975
1901	Halloween III: Season of the Witch (1982)	1901	1976
1902	Halloween 4: The Return of Michael Myers (1988)	1902	1977
1903	Halloween 5: The Revenge of Michael Myers (1989)	1903	1978
1904	Prom Night (1980)	1904	1979
1905	Hello Mary Lou: Prom Night II (1987)	1905	1980
1906	Prom Night III: The Last Kiss (1989)	1906	1981
1907	Prom Night IV: Deliver Us From Evil (1992)	1907	1982
1908	Child's Play (1988)	1908	1983
1909	Child's Play 2 (1990)	1909	1984
1910	Child's Play 3 (1991)	1910	1985
1911	Poltergeist (1982)	1911	1986
1912	Poltergeist II: The Other Side (1986)	1912	1987
1913	Poltergeist III (1988)	1913	1988
1914	"Exorcist, The (1973)"	1914	1989
1915	Exorcist II: The Heretic (1977)	1915	1990
1916	"Exorcist III, The (1990)"	1916	1991
1917	Lethal Weapon (1987)	1917	1992
1918	Lethal Weapon 2 (1989)	1918	1993
1919	Lethal Weapon 3 (1992)	1919	1994
1920	Gremlins (1984)	1920	1995
1921	Gremlins 2: The New Batch (1990)	1921	1996
1922	"Goonies, The (1985)"	1922	1997
1923	"Mask of Zorro, The (1998)"	1923	1998
1924	Polish Wedding (1998)	1924	1999
1925	"This World, Then the Fireworks (1997)"	1925	2000
1926	Soylent Green (1973)	1926	2001
1927	Metropolis (1927)	1927	2002
1928	Back to the Future Part II (1989)	1928	2003
1929	Back to the Future Part III (1990)	1929	2004
1930	"Poseidon Adventure, The (1972)"	1930	2005
1931	Freaky Friday (1977)	1931	2006
1932	"Absent-Minded Professor, The (1961)"	1932	2007
1933	"Apple Dumpling Gang Rides Again, The (1979)"	1933	2008
1934	Babes in Toyland (1961)	1934	2009
1935	Bambi (1942)	1935	2010
1936	Seven Samurai (Shichinin no samurai) (1954)	1936	2011
1937	Dangerous Liaisons (1988)	1937	2012
1938	Dune (1984)	1938	2013
1939	"Last Temptation of Christ, The (1988)"	1939	2014
1940	"Godfather: Part III, The (1990)"	1940	2015
1941	"Rapture, The (1991)"	1941	2016
1942	Lolita (1997)	1942	2017
1943	Disturbing Behavior (1998)	1943	2018
1944	Jane Austen's Mafia! (1998)	1944	2019
1945	Saving Private Ryan (1998)	1945	2020
1946	Billy's Hollywood Screen Kiss (1997)	1946	2021
1947	East Palace West Palace (Dong gong xi gong) (1997)	1947	2022
1948	"Million Dollar Duck, The (a.k.a. $1,000,000 Duck) (1971)"	1948	1999
1949	"Barefoot Executive, The (1971)"	1949	2000
1950	"Black Cauldron, The (1985)"	1950	2001
1951	"Black Hole, The (1979)"	1951	2002
1952	Blackbeard's Ghost (1968)	1952	2003
1953	Blank Check (1994)	1953	2004
1954	Candleshoe (1977)	1954	2005
1955	"Cat from Outer Space, The (1978)"	1955	2022
1956	Cheetah (1989)	1956	2000
1957	"Computer Wore Tennis Shoes, The (1969)"	1957	2001
1958	Condorman (1981)	1958	2002
1959	D2: The Mighty Ducks (1994)	1959	2003
1960	Darby O'Gill and the Little People (1959)	1960	2004
1961	"Devil and Max Devlin, The (1981)"	1961	2005
1962	"Far Off Place, A (1993)"	1962	2006
1963	Flight of the Navigator (1986)	1963	2007
1964	"Gnome-Mobile, The (1967)"	1964	2008
1965	"Great Mouse Detective, The (1986)"	1965	2009
1966	"Happiest Millionaire, The (1967)"	1966	2010
1967	Herbie Goes Bananas (1980)	1967	2011
1968	Herbie Goes to Monte Carlo (1977)	1968	2012
1969	Hocus Pocus (1993)	1969	2013
1970	"Honey, I Blew Up the Kid (1992)"	1970	2014
1971	"Honey, I Shrunk the Kids (1989)"	1971	2015
1972	Hot Lead and Cold Feet (1978)	1972	2016
1973	In Search of the Castaways (1962)	1973	2017
1974	"Incredible Journey, The (1963)"	1974	2018
1975	"Negotiator, The (1998)"	1975	2019
1976	"Parent Trap, The (1998)"	1976	2020
1977	BASEketball (1998)	1977	2021
1978	Full Tilt Boogie (1997)	1978	2022
1979	"Governess, The (1998)"	1979	2020
1980	"Seventh Heaven (Septième ciel, Le) (1997)"	1980	1970
1981	Roger & Me (1989)	1981	1971
1982	"Purple Rose of Cairo, The (1985)"	1982	1972
1983	Out of the Past (1947)	1983	1973
1984	Doctor Zhivago (1965)	1984	1974
1985	Fanny and Alexander (Fanny och Alexander) (1982)	1985	1975
1986	"Trip to Bountiful, The (1985)"	1986	1976
1987	Tender Mercies (1983)	1987	1977
1988	And the Band Played On (1993)	1988	1978
1989	"'burbs, The (1989)"	1989	1979
1990	Fandango (1985)	1990	1980
1991	"Night Porter, The (Portiere di notte, Il) (1974)"	1991	1981
1992	Mephisto (1981)	1992	1982
1993	Blue Velvet (1986)	1993	1983
1994	"Journey of Natty Gann, The (1985)"	1994	1984
1995	"Jungle Book, The (1967)"	1995	1985
1996	Kidnapped (1960)	1996	1986
1997	Lady and the Tramp (1955)	1997	1987
1998	"Little Mermaid, The (1989)"	1998	1988
1999	"Mighty Ducks, The (1992)"	1999	1989
2000	"Muppet Christmas Carol, The (1992)"	2000	1990
2001	Newsies (1992)	2001	1991
2002	101 Dalmatians (One Hundred and One Dalmatians) (1961)	2002	1992
2003	One Magic Christmas (1985)	2003	1993
2004	Peter Pan (1953)	2004	1994
2005	Popeye (1980)	2005	1995
2006	"Rescuers Down Under, The (1990)"	2006	1996
2007	"Rescuers, The (1977)"	2007	1997
2008	Return from Witch Mountain (1978)	2008	1998
2009	"Return of Jafar, The (1994)"	2009	1999
2010	Return to Oz (1985)	2010	2000
2011	"Rocketeer, The (1991)"	2011	2001
2012	"Shaggy D.A., The (1976)"	2012	2002
2013	Sleeping Beauty (1959)	2013	2003
2014	Something Wicked This Way Comes (1983)	2014	2004
2015	Son of Flubber (1963)	2015	2005
2016	Song of the South (1946)	2016	2006
2017	Splash (1984)	2017	2007
2018	Squanto: A Warrior's Tale (1994)	2018	2008
2019	Steamboat Willie (1928)	2019	2009
2020	Tall Tale (1995)	2020	2010
2021	Tex (1982)	2021	2011
2022	Tron (1982)	2022	2012
2023	Swing Kids (1993)	2023	2013
2024	Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)	2024	2014
2025	L.A. Story (1991)	2025	2015
2026	"Jerk, The (1979)"	2026	2016
2027	Dead Men Don't Wear Plaid (1982)	2027	2017
2028	"Man with Two Brains, The (1983)"	2028	2018
2029	Grand Canyon (1991)	2029	2019
2030	Graveyard Shift (Stephen King's Graveyard Shift) (1990)	2030	2020
2031	"Outsiders, The (1983)"	2031	2021
2032	Indiana Jones and the Temple of Doom (1984)	2032	2022
2033	"Lord of the Rings, The (1978)"	2033	1999
2034	1984 (Nineteen Eighty-Four) (1984)	2034	2000
2035	"Dead Zone, The (1983)"	2035	2001
2036	Maximum Overdrive (1986)	2036	2002
2037	Needful Things (1993)	2037	2003
2038	Cujo (1983)	2038	2004
2039	Children of the Corn (1984)	2039	2005
2040	All Dogs Go to Heaven (1989)	2040	2022
2041	"Addams Family, The (1991)"	2041	2000
2042	Ever After: A Cinderella Story (1998)	2042	2001
2043	Snake Eyes (1998)	2043	2002
2044	"First Love, Last Rites (1997)"	2044	2003
2045	Safe Men (1998)	2045	2004
2046	"Saltmen of Tibet, The (Salzmänner von Tibet, Die) (1997)"	2046	2005
2047	Atlantic City (1980)	2047	2006
2048	Autumn Sonata (Höstsonaten) (1978)	2048	2007
2049	Who's Afraid of Virginia Woolf? (1966)	2049	2008
2050	Adventures in Babysitting (1987)	2050	2009
2051	Weird Science (1985)	2051	2010
2052	Doctor Dolittle (1967)	2052	2011
2053	"Nutty Professor, The (1963)"	2053	2012
2054	Charlotte's Web (1973)	2054	2013
2055	Watership Down (1978)	2055	2014
2056	"Secret of NIMH, The (1982)"	2056	2015
2057	"Dark Crystal, The (1982)"	2057	2016
2058	"American Tail, An (1986)"	2058	2017
2059	"American Tail: Fievel Goes West, An (1991)"	2059	2018
2060	Legend (1985)	2060	2019
2061	Sixteen Candles (1984)	2061	2020
2062	Pretty in Pink (1986)	2062	2021
2063	St. Elmo's Fire (1985)	2063	2022
2064	"Clan of the Cave Bear, The (1986)"	2064	2020
2065	House (1986)	2065	1970
2066	House II: The Second Story (1987)	2066	1971
2067	"Gods Must Be Crazy, The (1980)"	2067	1972
2068	"Gods Must Be Crazy II, The (1989)"	2068	1973
2069	Air Bud: Golden Receiver (1998)	2069	1974
2070	"Avengers, The (1998)"	2070	1975
2071	How Stella Got Her Groove Back (1998)	2071	1976
2072	"Slums of Beverly Hills, The (1998)"	2072	1977
2073	"Best Man, The (Testimone dello sposo, Il) (1998)"	2073	1978
2074	"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La) (1998)"	2074	1979
2075	"Henry: Portrait of a Serial Killer, Part 2 (1998)"	2075	1980
2076	Henry: Portrait of a Serial Killer (1986)	2076	1981
2077	Rosemary's Baby (1968)	2077	1982
2078	"NeverEnding Story, The (1984)"	2078	1983
2079	"NeverEnding Story II: The Next Chapter, The (1990)"	2079	1984
2080	Attack of the Killer Tomatoes! (1978)	2080	1985
2081	Surf Nazis Must Die (1987)	2081	1986
2082	Your Friends and Neighbors (1998)	2082	1987
2083	Return to Paradise (1998)	2083	1988
2084	Blade (1998)	2084	1989
2085	Dance with Me (1998)	2085	1990
2086	Dead Man on Campus (1998)	2086	1991
2087	Wrongfully Accused (1998)	2087	1992
2088	Next Stop Wonderland (1998)	2088	1993
2089	"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)"	2089	1994
2090	"Navigator: A Mediaeval Odyssey, The (1988)"	2090	1995
2091	Beetlejuice (1988)	2091	1996
2092	Déjà Vu (1997)	2092	1997
2093	Rope (1948)	2093	1998
2094	Family Plot (1976)	2094	1999
2095	Frenzy (1972)	2095	2000
2096	Topaz (1969)	2096	2001
2097	Torn Curtain (1966)	2097	2002
2098	Marnie (1964)	2098	2003
2099	"Wrong Man, The (1956)"	2099	2004
2100	"Man Who Knew Too Much, The (1956)"	2100	2005
2101	"Trouble with Harry, The (1955)"	2101	2006
2102	I Confess (1953)	2102	2007
2103	Strangers on a Train (1951)	2103	2008
2104	Stage Fright (1950)	2104	2009
2105	54 (1998)	2105	2010
2106	I Married A Strange Person! (1997)	2106	2011
2107	Why Do Fools Fall In Love? (1998)	2107	2012
2108	"Merry War, A (1997)"	2108	2013
2109	See the Sea (1997)	2109	2014
2110	Willow (1988)	2110	2015
2111	"Untouchables, The (1987)"	2111	2016
2112	Dirty Work (1998)	2112	2017
2113	Knock Off (1998)	2113	2018
2114	Firelight (1997)	2114	2019
2115	Modulations (1998)	2115	2020
2116	Phoenix (1998)	2116	2021
2117	Under Capricorn (1949)	2117	2022
2118	"Paradine Case, The (1947)"	2118	1999
2119	Lifeboat (1944)	2119	2000
2120	Shadow of a Doubt (1943)	2120	2001
2121	Saboteur (1942)	2121	2002
2122	Mr. & Mrs. Smith (1941)	2122	2003
2123	Suspicion (1941)	2123	2004
2124	Jamaica Inn (1939)	2124	2005
2125	"Lady Vanishes, The (1938)"	2125	2022
2126	Young and Innocent (1937)	2126	2000
2127	Sabotage (1936)	2127	2001
2128	Secret Agent (1936)	2128	2002
2129	"Man Who Knew Too Much, The (1934)"	2129	2003
2130	Waltzes from Vienna (1933)	2130	2004
2131	Number Seventeen (a.k.a. Number 17) (1932)	2131	2005
2132	Rich and Strange (1931)	2132	2006
2133	"Skin Game, The (1931)"	2133	2007
2134	Elstree Calling (1930)	2134	2008
2135	Juno and the Paycock (1930)	2135	2009
2136	Murder! (1930)	2136	2010
2137	"Manxman, The (1929)"	2137	2011
2138	Blackmail (1929)	2138	2012
2139	Champagne (1928)	2139	2013
2140	"Farmer's Wife, The (1928)"	2140	2014
2141	Downhill (1927)	2141	2015
2142	Easy Virtue (1928)	2142	2016
2143	"Ring, The (1927)"	2143	2017
2144	"Lodger: A Story of the London Fog, The (1927)"	2144	2018
2145	"Pleasure Garden, The (1925)"	2145	2019
2146	Always Tell Your Wife (1914)	2146	2020
2147	Rounders (1998)	2147	2021
2148	Cube (1997)	2148	2022
2149	Digging to China (1998)	2149	2020
2150	Let's Talk About Sex (1998)	2150	1970
2151	One Man's Hero (1999)	2151	1971
2152	Simon Birch (1998)	2152	1972
2153	Without Limits (1998)	2153	1973
2154	Seven Beauties (Pasqualino Settebellezze) (1976)	2154	1974
2155	Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975)	2155	1975
2156	My Bodyguard (1980)	2156	1976
2157	Class (1983)	2157	1977
2158	"Grandview, U.S.A. (1984)"	2158	1978
2159	Broadcast News (1987)	2159	1979
2160	"Allnighter, The (1987)"	2160	1980
2161	Working Girl (1988)	2161	1981
2162	Stars and Bars (1988)	2162	1982
2163	Married to the Mob (1988)	2163	1983
2164	Say Anything... (1989)	2164	1984
2165	My Blue Heaven (1990)	2165	1985
2166	Men Don't Leave (1990)	2166	1986
2167	"Cabinet of Dr. Ramirez, The (1991)"	2167	1987
2168	Hero (1992)	2168	1988
2169	Toys (1992)	2169	1989
2170	Choices (1981)	2170	1990
2171	Young Doctors in Love (1982)	2171	1991
2172	Parasite (1982)	2172	1992
2173	No Small Affair (1984)	2173	1993
2174	"Master, The (1984)"	2174	1994
2175	Blame It on Rio (1984)	2175	1995
2176	Wisdom (1986)	2176	1996
2177	One Crazy Summer (1986)	2177	1997
2178	About Last Night... (1986)	2178	1998
2179	"Seventh Sign, The (1988)"	2179	1999
2180	We're No Angels (1989)	2180	2000
2181	Nothing But Trouble (1991)	2181	2001
2182	"Butcher's Wife, The (1991)"	2182	2002
2183	Mortal Thoughts (1991)	2183	2003
2184	"Few Good Men, A (1992)"	2184	2004
2185	Indecent Proposal (1993)	2185	2005
2186	"Century of Cinema, A (1994)"	2186	2006
2187	Permanent Midnight (1998)	2187	2007
2188	One True Thing (1998)	2188	2008
2189	Rush Hour (1998)	2189	2009
2190	Lilian's Story (1995)	2190	2010
2191	Six-String Samurai (1998)	2191	2011
2192	"Soldier's Daughter Never Cries, A (1998)"	2192	2012
2193	Somewhere in the City (1998)	2193	2013
2194	Ronin (1998)	2194	2014
2195	Urban Legend (1998)	2195	2015
2196	Clay Pigeons (1998)	2196	2016
2197	Monument Ave. (1998)	2197	2017
2198	Pecker (1998)	2198	2018
2199	"Sheltering Sky, The (1990)"	2199	2019
2200	Bandit Queen (1994)	2200	2020
2201	If.... (1968)	2201	2021
2202	"Fiendish Plot of Dr. Fu Manchu, The (1980)"	2202	2022
2203	Them! (1954)	2203	1999
2204	"Thing, The (1982)"	2204	2000
2205	"Player, The (1992)"	2205	2001
2206	Stardust Memories (1980)	2206	2002
2207	Edward Scissorhands (1990)	2207	2003
2208	Overnight Delivery (1998)	2208	2004
2209	Shadrach (1998)	2209	2005
2210	Antz (1998)	2210	2022
2211	"Impostors, The (1998)"	2211	2000
2212	"Night at the Roxbury, A (1998)"	2212	2001
2213	What Dreams May Come (1998)	2213	2002
2214	Strangeland (1998)	2214	2003
2215	"Battle of the Sexes, The (1959)"	2215	2004
2216	"Producers, The (1968)"	2216	2005
2217	History of the World: Part I (1981)	2217	2006
2218	My Cousin Vinny (1992)	2218	2007
2219	Nashville (1975)	2219	2008
2220	Love Is the Devil (1998)	2220	2009
2221	Slam (1998)	2221	2010
2222	Holy Man (1998)	2222	2011
2223	One Tough Cop (1998)	2223	2012
2224	Detroit 9000 (1973)	2224	2013
2225	"Inheritors, The (Siebtelbauern, Die) (1998)"	2225	2014
2226	"Mighty, The (1998)"	2226	2015
2227	2010: The Year We Make Contact (1984)	2227	2016
2228	Children of a Lesser God (1986)	2228	2017
2229	"Elephant Man, The (1980)"	2229	2018
2230	Beloved (1998)	2230	2019
2231	Bride of Chucky (Child's Play 4) (1998)	2231	2020
2232	Practical Magic (1998)	2232	2021
2233	"Alarmist, The (a.k.a. Life During Wartime) (1997)"	2233	2022
2234	Happiness (1998)	2234	2020
2235	Reach the Rock (1998)	2235	1970
2236	Apt Pupil (1998)	2236	1971
2237	Pleasantville (1998)	2237	1972
2238	Soldier (1998)	2238	1973
2239	"Cruise, The (1998)"	2239	1974
2240	Life Is Beautiful (La Vita è bella) (1997)	2240	1975
2241	Orgazmo (1997)	2241	1976
2242	Shattered Image (1998)	2242	1977
2243	Tales from the Darkside: The Movie (1990)	2243	1978
2244	Vampires (1998)	2244	1979
2245	American History X (1998)	2245	1980
2246	Hands on a Hard Body (1996)	2246	1981
2247	Living Out Loud (1998)	2247	1982
2248	Belly (1998)	2248	1983
2249	Gods and Monsters (1998)	2249	1984
2250	"Siege, The (1998)"	2250	1985
2251	"Waterboy, The (1998)"	2251	1986
2252	Elizabeth (1998)	2252	1987
2253	Velvet Goldmine (1998)	2253	1988
2254	I Still Know What You Did Last Summer (1998)	2254	1989
2255	I'll Be Home For Christmas (1998)	2255	1990
2256	Meet Joe Black (1998)	2256	1991
2257	Dancing at Lughnasa (1998)	2257	1992
2258	Hard Core Logo (1996)	2258	1993
2259	"Naked Man, The (1998)"	2259	1994
2260	Runaway Train (1985)	2260	1995
2261	Desert Bloom (1986)	2261	1996
2262	"Stepford Wives, The (1975)"	2262	1997
2263	"Pope of Greenwich Village, The (1984)"	2263	1998
2264	Sid and Nancy (1986)	2264	1999
2265	Mona Lisa (1986)	2265	2000
2266	Heart Condition (1990)	2266	2001
2267	"Nights of Cabiria (Notti di Cabiria, Le) (1957)"	2267	2002
2268	"Big Chill, The (1983)"	2268	2003
2269	Enemy of the State (1998)	2269	2004
2270	"Rugrats Movie, The (1998)"	2270	2005
2271	"Bug's Life, A (1998)"	2271	2006
2272	Celebrity (1998)	2272	2007
2273	Central Station (Central do Brasil) (1998)	2273	2008
2274	Savior (1998)	2274	2009
2275	Waking Ned Devine (a.k.a. Waking Ned) (1998)	2275	2010
2276	"Celebration, The (Festen) (1998)"	2276	2011
2277	Pink Flamingos (1972)	2277	2012
2278	Glen or Glenda (1953)	2278	2013
2279	Godzilla (Gojira) (1954)	2279	2014
2280	"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)"	2280	2015
2281	King Kong vs. Godzilla (Kingukongu tai Gojira) (1962)	2281	2016
2282	King Kong (1933)	2282	2017
2283	King Kong (1976)	2283	2018
2284	King Kong Lives (1986)	2284	2019
2285	Desperately Seeking Susan (1985)	2285	2020
2286	"Emerald Forest, The (1985)"	2286	2021
2287	Fletch (1985)	2287	2022
2288	Fletch Lives (1989)	2288	1999
2289	Red Sonja (1985)	2289	2000
2290	Gung Ho (1986)	2290	2001
2291	"Money Pit, The (1986)"	2291	2002
2292	"View to a Kill, A (1985)"	2292	2003
2293	Lifeforce (1985)	2293	2004
2294	Police Academy (1984)	2294	2005
2295	Police Academy 2: Their First Assignment (1985)	2295	2022
2296	Police Academy 3: Back in Training (1986)	2296	2000
2297	Police Academy 4: Citizens on Patrol (1987)	2297	2001
2298	Police Academy 5: Assignment: Miami Beach (1988)	2298	2002
2299	Police Academy 6: City Under Siege (1989)	2299	2003
2300	Babe: Pig in the City (1998)	2300	2004
2301	Home Fries (1998)	2301	2005
2302	Jerry Springer: Ringmaster (1998)	2302	2006
2303	Very Bad Things (1998)	2303	2007
2304	Steam: The Turkish Bath (Hamam) (1997)	2304	2008
2305	Psycho (1998)	2305	2009
2306	Little Voice (1998)	2306	2010
2307	"Simple Plan, A (1998)"	2307	2011
2308	Jack Frost (1998)	2308	2012
2309	Star Trek: Insurrection (1998)	2309	2013
2310	"Prince of Egypt, The (1998)"	2310	2014
2311	Rushmore (1998)	2311	2015
2312	Shakespeare in Love (1998)	2312	2016
2313	Mass Appeal (1984)	2313	2017
2314	Miracle on 34th Street (1947)	2314	2018
2315	Santa Claus: The Movie (1985)	2315	2019
2316	Prancer (1989)	2316	2020
2317	Pale Rider (1985)	2317	2021
2318	Rambo: First Blood Part II (1985)	2318	2022
2319	First Blood (Rambo: First Blood) (1982)	2319	2020
2320	Rambo III (1988)	2320	1970
2321	"Jewel of the Nile, The (1985)"	2321	1971
2322	Romancing the Stone (1984)	2322	1972
2323	Cocoon (1985)	2323	1973
2324	Cocoon: The Return (1988)	2324	1974
2325	Rocky II (1979)	2325	1975
2326	Rocky III (1982)	2326	1976
2327	Rocky IV (1985)	2327	1977
2328	Rocky V (1990)	2328	1978
2329	Clue (1985)	2329	1979
2330	Young Sherlock Holmes (1985)	2330	1980
2331	Violets Are Blue... (1986)	2331	1981
2332	Back to School (1986)	2332	1982
2333	Heartburn (1986)	2333	1983
2334	Nothing in Common (1986)	2334	1984
2335	Extremities (1986)	2335	1985
2336	"Karate Kid, The (1984)"	2336	1986
2337	"Karate Kid, Part II, The (1986)"	2337	1987
2338	"Karate Kid, Part III, The (1989)"	2338	1988
2339	Christmas Vacation (National Lampoon's Christmas Vacation) (1989)	2339	1989
2340	You've Got Mail (1998)	2340	1990
2341	"General, The (1998)"	2341	1991
2342	"Theory of Flight, The (1998)"	2342	1992
2343	"Thin Red Line, The (1998)"	2343	1993
2344	"Faculty, The (1998)"	2344	1994
2345	Mighty Joe Young (1998)	2345	1995
2346	Mighty Joe Young (1949)	2346	1996
2347	Patch Adams (1998)	2347	1997
2348	Stepmom (1998)	2348	1998
2349	"Civil Action, A (1998)"	2349	1999
2350	Down in the Delta (1998)	2350	2000
2351	Hurlyburly (1998)	2351	2001
2352	Tea with Mussolini (1999)	2352	2002
2353	Wilde (1997)	2353	2003
2354	Outside Ozona (1998)	2354	2004
2355	Affliction (1997)	2355	2005
2356	Another Day in Paradise (1998)	2356	2006
2357	"Hi-Lo Country, The (1998)"	2357	2007
2358	Hilary and Jackie (1998)	2358	2008
2359	Playing by Heart (1998)	2359	2009
2360	24 7: Twenty Four Seven (1997)	2360	2010
2361	At First Sight (1999)	2361	2011
2362	In Dreams (1999)	2362	2012
2363	Varsity Blues (1999)	2363	2013
2364	Virus (1999)	2364	2014
2365	"Garbage Pail Kids Movie, The (1987)"	2365	2015
2366	Howard the Duck (1986)	2366	2016
2367	"Gate, The (1987)"	2367	2017
2368	"Gate II: Trespassers, The (1990)"	2368	2018
2369	"Boy Who Could Fly, The (1986)"	2369	2019
2370	"Fly, The (1958)"	2370	2020
2371	"Fly, The (1986)"	2371	2021
2372	"Fly II, The (1989)"	2372	2022
2373	Running Scared (1986)	2373	1999
2374	Armed and Dangerous (1986)	2374	2000
2375	"Texas Chainsaw Massacre, The (1974)"	2375	2001
2376	"Texas Chainsaw Massacre 2, The (1986)"	2376	2002
2377	Leatherface: Texas Chainsaw Massacre III (1990)	2377	2003
2378	Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994)	2378	2004
2379	Ruthless People (1986)	2379	2005
2380	Trick or Treat (1986)	2380	2022
2381	Deadly Friend (1986)	2381	2002
2382	Belizaire the Cajun (1986)	2382	2003
