UserID,tag
2439,effects
2440,action
2441,cast
2442,german sync
2443,matt damon
2444,Gross
2445,Bit Corny
2446,Good Oldskool Movie
2447,Good
2448,bittersweet
2449,cult film
2450,film noir
2451,ghosts/afterlife
2452,gothic
2453,halloween
2454,revenge
2455,romance
2456,stylized
2457,cyberpunk
2458,dystopia
2459,memory
2460,Philip K. Dick
2461,sci-fi
2462,atmospheric
2463,dark
2464,dark comedy
2465,dreamlike
2466,dystopia
2467,satirical
2468,crime
2469,dark comedy
2470,disturbing
2471,gritty
2472,mafia
2473,Martin Scorsese
2474,Oscar (Best Supporting Actor)
2475,Robert De Niro
2476,Samuel L. Jackson
2477,violent
2478,visceral
2479,aliens
2480,amnesia
2481,creepy
2482,dark
2483,hallucinatory
2484,identity
2485,mindfuck
2486,Post apocalyptic
2487,steampunk
2488,stylized
2489,surreal
2490,thought-provoking
2491,biopic
2492,disturbing
2493,hallucinatory
2494,Hunter S. Thompson
2495,satirical
2496,Terry Gilliam
2497,dark comedy
2498,powerful ending
2499,social commentary
2500,surrealism
2501,central park
2502,chivalrous
2503,deep
2504,Gilliam
2505,homeless
2506,mental illness
2507,mental imbalance
2508,Oscar (Best Supporting Actress)
2509,Robin Williams
2510,Terry Gilliam
2511,thought-provoking
2512,cerebral
2513,nonlinear
2514,psychological
2515,short-term memory loss
2516,Al Pacino
2517,corruption
2518,crime
2519,gangster
2520,guns
2521,organized crime
2522,remake
2523,violence
2524,violent
2525,dreamlike
2526,enigmatic
2527,good dialogue
2528,hallucinatory
2529,mental illness
2530,psychology
2531,sci-fi
2532,surreal
2533,teen
2534,thought-provoking
2535,time travel
2536,Japan
2537,Kick-Butt Women
2538,Quentin Tarantino
2539,revenge
2540,stylized
2541,violence
2542,violent
2543,visceral
2544,author:william s. burroughs
2545,David Cronenberg
2546,disturbing
2547,dreamlike
2548,drugs
2549,hallucinatory
2550,Madness
2551,weird
2552,gory fun
2553,Zack Snyder
2554,Zombie Movie
2555,CANNIBALS
2556,disturbing
2557,END OF THE WORLD
2558,George A. Romero
2559,Goblin
2560,horror
2561,Romero
2562,visceral
2563,zombies
2564,Quentin Tarantino
2565,quirky
2566,revenge
2567,Tarantino
2568,violence
2569,violent
2570,artistic
2571,black comedy
2572,Bruce Willis
2573,cannibalism
2574,Quentin Tarantino
2575,violence
2576,based on a comic
2577,comic book
2578,dystopia
2579,sci-fi
2580,super-hero
2581,thought-provoking
2582,atmospheric
2583,dark
2584,David Bowie
2585,steampunk
2586,Uwe Boll
2587,gritty
2588,author:Alan Moore
2589,Comic Movie
2590,teacher changing lives
2591,Benicio Del Toro
2592,caper
2593,complicated
2594,conspiracy
2595,heist
2596,Kevin Spacey
2597,Oscar (Best Supporting Actor)
2598,Oscar (Best Writing - Screenplay Written Directly for the Screen)
2599,suspense
2600,thriller
2601,twist ending
2602,education
2603,emotion
2604,inspirational
2605,inspirational teacher
2606,Richard Dreyfuss
2607,astronauts
2608,catastrophe
2609,disaster
2610,drama
2611,historical
2612,History
2613,space
2614,space program
2615,Tom Hanks
2616,adventure
2617,atmospheric
2618,fantasy
2619,Harrison Ford
2620,space
2621,SPACE TRAVEL
2622,Star Wars
2623,stylized
2624,Dramatic
2625,prohibition
2626,Romance
2627,World War I
2628,atmospheric
2629,drama
2630,friendship
2631,inspirational
2632,justice
2633,Morgan Freeman
2634,prison
2635,prison escape
2636,reflective
2637,revenge
2638,thought-provoking
2639,twist ending
2640,banter
2641,Geena Davis
2642,Michael Keaton
2643,politics
2644,witty
2645,David Strathairn
2646,chase
2647,Harrison Ford
2648,police investigation
2649,prison escape
2650,tense
2651,thriller
2652,Tommy Lee Jones
2653,atmospheric
2654,courtroom
2655,courtroom drama
2656,drama
2657,Ed Norton
2658,Edward Norton
2659,politics
2660,psychology
2661,Richard Gere
2662,thought-provoking
2663,Thriller
2664,twist ending
2665,Beverley Mitchell
2666,atmospheric
2667,drama
2668,espionage
2669,Oscar (Best Directing)
2670,Oscar (Best Picture)
2671,Oscar Winner
2672,romance
2673,sentimental
2674,war
2675,World War II
2676,John Turturro
2677,Brad Pitt
2678,Dustin Hoffman
2679,emotional
2680,Kevin Bacon
2681,revenge
2682,Robert De Niro
2683,John Cleese
2684,Kevin Kline
2685,quirky
2686,witty
2687,drama
2688,ensemble cast
2689,heist
2690,nonlinear
2691,Quentin Tarantino
2692,quirky
2693,stylized
2694,tense
2695,thriller
2696,undercover cop
2697,John Cleese
2698,David Strathairn
2699,adventure
2700,fantasy
2701,father-son relationship
2702,Harrison Ford
2703,space
2704,fairy tale
2705,fantasy
2706,medieval
2707,pirates
2708,quirky
2709,revenge
2710,romance
2711,sword fight
2712,torture
2713,adventure
2714,archaeology
2715,atmospheric
2716,Harrison Ford
2717,World War II
2718,caper
2719,clever
2720,con artists
2721,con men
2722,heist
2723,Paul Newman
2724,poker
2725,Robert Redford
2726,surprise ending
2727,twist ending
2728,teacher changing lives
2729,childhood
2730,coming of age
2731,friendship
2732,INNOCENCE LOST
2733,Jason Bateman
2734,Kiefer Sutherland
2735,nostalgic
2736,poignant
2737,Richard Dreyfuss
2738,Rob Reiner
2739,tense
2740,wistful
2741,baseball
2742,drama
2743,fantasy
2744,inspirational
2745,James Earl Jones
2746,Kevin Costner
2747,Ray Liotta
2748,Gary Dourdan
2749,distopia
2750,drama
2751,dystopia
2752,Ethan Hawke
2753,genetic engineering
2754,genetic selection
2755,genetics
2756,Jude Law
2757,powerful ending
2758,rebellion
2759,suicide
2760,Uma Thurman
2761,Gary Dourdan
2762,amnesia
2763,atmospheric
2764,dystopia
2765,fantasy
2766,hallucinatory
2767,Post apocalyptic
2768,steampunk
2769,stylized
2770,surreal
2771,thought-provoking
2772,John Malkovich
2773,Keanu Reeves
2774,Uma Thurman
2775,disturbing
2776,drama
2777,historical
2778,history
2779,Matt Damon
2780,philosophy
2781,stylized
2782,Tom Hanks
2783,World War II
2784,card games
2785,cards
2786,Edward Norton
2787,John Malkovich
2788,John Turturro
2789,Matt Damon
2790,poker
2791,corruption
2792,court
2793,courtroom
2794,courtroom drama
2795,drama
2796,Jack Nicholson
2797,Kevin Bacon
2798,Kiefer Sutherland
2799,lawyers
2800,military
2801,POLITICAL CORRUPTION
2802,tense
2803,Tom Cruise
2804,crime
2805,Edward Norton
2806,politics
2807,powerful ending
2808,racism
2809,thought-provoking
2810,Rachael Leigh Cook
2811,Jennifer Aniston
2812,quirky
2813,rebellion
2814,revenge
2815,Ron Livingston
2816,satire
2817,slackers
2818,Catherine McCormack
2819,courtesan
2820,empowerment
2821,History
2822,Oliver Platt
2823,Period piece
2824,atmospheric
2825,Brad Pitt
2826,disturbing
2827,Edward Norton
2828,philosophy
2829,psychology
2830,social commentary
2831,twist ending
2832,teacher changing lives
2833,compassionate
2834,drama
2835,emotional
2836,heartwarming
2837,nostalgic
2838,Sam Rockwell
2839,sentimental
2840,Tom Hanks
2841,baseball
2842,feminism
2843,madonna
2844,nostalgic
2845,sports
2846,Tom Hanks
2847,women's lib
2848,World War II
2849,Gary Dourdan
2850,teacher changing lives
2851,Golden Brooks
2852,Michael Pitt
2853,American Civil War
2854,Civil War
2855,Martin Sheen
2856,Sam Elliott
2857,Rachael Leigh Cook
2858,Rachael Leigh Cook
2859,Rachael Leigh Cook
2860,coming of age
2861,Morgan Freeman
2862,teacher changing lives
2863,atmospheric
2864,OBSESSIVE QUESTS
2865,twist ending
2866,Rachael Leigh Cook
2867,Brad Pitt
2868,caper
2869,Casey Affleck
2870,Don Cheadle
2871,ensemble cast
2872,feel good movie
2873,George Clooney
2874,heist
2875,Julia Roberts
2876,Matt Damon
2877,adventure
2878,atmospheric
2879,ensemble cast
2880,fantasy
2881,fantasy world
2882,magic
2883,stylized
2884,wizards
2885,Gary Dourdan
2886,Golden Brooks
2887,Mekhi Phifer
2888,David Strathairn
2889,Michael Pitt
2890,Ryan Gosling
2891,sandra bullock
2892,amnesia
2893,assassin
2894,cia
2895,conspiracy
2896,espionage
2897,Matt Damon
2898,spy
2899,survival
2900,David Strathairn
2901,Romany Malco
2902,Romany Malco
2903,Christopher Guest
2904,folk music
2905,Fred Willard
2906,satire
2907,Rachael Leigh Cook
2908,conspiracy
2909,corruption
2910,History
2911,investigation
2912,journalism
2913,Politics
2914,Robert Redford
2915,Rachael Leigh Cook
2916,Ron Livingston
2917,David Strathairn
2918,autobiography
2919,discipline
2920,kung fu
2921,martial arts
2922,narrated
2923,political repression
2924,easily confused with another title
2925,NOT WILL SMITH
2926,David Strathairn
2927,Atmospheric
2928,Joaquin Phoenix
2929,secrets
2930,surprise ending
2931,twist ending
2932,Ron Livingston
2933,Rachael Leigh Cook
2934,Gary Dourdan
2935,Rachael Leigh Cook
2936,David Strathairn
2937,Golden Brooks
2938,Ron Livingston
2939,feel good
2940,soccer
2941,censorship
2942,cerebral
2943,David Strathairn
2944,George Clooney
2945,historical
2946,history
2947,journalism
2948,political
2949,politics
2950,propaganda
2951,Robert Downey Jr
2952,Robert Downey Jr.
2953,suspense
2954,Beverley Mitchell
2955,Anthony Rapp
2956,ensemble cast
2957,Taye Diggs
2958,Golden Brooks
2959,Sanaa Lathan
2960,dystopia
2961,historical
2962,inspirational
2963,Natalie Portman
2964,philosophy
2965,politics
2966,revenge
2967,social commentary
2968,thought-provoking
2969,adventure
2970,alternate reality
2971,atmospheric
2972,fairy tale
2973,fantasy
2974,political
2975,psychology
2976,stylized
2977,surreal
2978,twist ending
2979,world war II
2980,David Strathairn
2981,Sharon Leal
2982,teacher changing lives
2983,Romany Malco
2984,Gary Dourdan
2985,David Strathairn
2986,Romany Malco
2987,assassin
2988,cia
2989,conspiracy
2990,espionage
2991,Matt Damon
2992,Oscar (Best Sound)
2993,spies
2994,spy
2995,spy thriller
2996,twist ending
2997,Rachael Leigh Cook
2998,Michael Pitt
2999,Sharon Leal
3000,Romany Malco
3001,Atmospheric
3002,Christian Bale
3003,Heath Ledger
3004,Michael Caine
3005,Morgan Freeman
3006,Oscar (Best Supporting Actor)
3007,psychology
3008,serial killer
3009,thriller
3010,vigilante
3011,Romany Malco
3012,teacher changing lives
3013,Ron Livingston
3014,John Turturro
3015,feel-good
3016,romance
3017,touching
3018,Sharon Leal
3019,Clint Eastwood
3020,culture clash
3021,friendship
3022,heartwarming
3023,revenge
3024,sacrifice
3025,atonement
3026,Drama
3027,predictable
3028,Will Smith
3029,foreign
3030,NOT JONNY DEPP
3031,Ron Livingston
3032,Ron Livingston
3033,Rachael Leigh Cook
3034,Christine Lakin
3035,David Strathairn
3036,Romany Malco
3037,Christine Lakin
3038,Dark Humor
3039,Depression
3040,Schizophrenia
3041,Daniel Radcliffe
3042,Emma Watson
3043,not true to the book
3044,DJ Qualls
3045,Eddie Griffin
3046,Zooey Deschanel
3047,boring
3048,Jim Carrey
3049,Zooey Deschanel
3050,Emily Blunt
3051,Matt Damon
3052,Tyrese Gibson
3053,Leslie Mann
3054,president
3055,doua moua
3056,disturbing
3057,satire
3058,social commentary
3059,stylized
3060,Surrealism
3061,violence
3062,anti-hero
3063,bittersweet
3064,heist
3065,twist ending
3066,visually appealing
3067,time travel
3068,Quentin Tarantino
3069,comedy
3070,Jim Carrey
3071,atmospheric
3072,post-apocalyptic
3073,time travel
3074,twist ending
3075,atmospheric
3076,psychology
3077,serial killer
3078,complicated
3079,ensemble cast
3080,mindfuck
3081,suspense
3082,twist ending
3083,twist ending
3084,Jim Carrey
3085,road trip
3086,atmospheric
3087,dark comedy
3088,Quentin Tarantino
3089,archaeology
3090,Egypt
3091,science fiction
3092,time travel
3093,time-travel
3094,prison escape
3095,surprise ending
3096,thought-provoking
3097,twist ending
3098,comedy
3099,Jim Carrey
3100,John Cusack
3101,bittersweet
3102,historical
3103,history
3104,Jim Carrey
3105,Keanu Reeves
3106,Romance
3107,Sandra Bullock
3108,comedy
3109,Harrison Ford
3110,parody
3111,Holocaust
3112,Steven Spielberg
3113,true story
3114,childhood classics
3115,for kids
3116,nostalgia
3117,dystopia
3118,sci-fi
3119,time travel
3120,psychology
3121,serial killer
3122,black comedy
3123,British
3124,Ewan McGregor
3125,great soundtrack
3126,social commentary
3127,surreal
3128,Jeremy Irons
3129,Nudity (Topless - Notable)
3130,Nudity (Topless)
3131,Death
3132,Mafia
3133,comedy
3134,british comedy
3135,comedy
3136,Monty Python
3137,satire
3138,satirical
3139,Terry Gilliam
3140,dark comedy
3141,biography
3142,rock and roll
3143,British
3144,Monty Python
3145,british
3146,based on a book
3147,literary adaptation
3148,indiana jones
3149,dystopia
3150,surreal
3151,space
3152,social commentary
3153,psychological
3154,sci-fi
3155,comedy
3156,horror
3157,time travel
3158,complex characters
3159,mafia
3160,Stanley Kubrick
3161,afterlife
3162,Death
3163,dreamlike
3164,Ingmar Bergman
3165,time travel
3166,bittersweet
3167,Coming of age
3168,inspirational
3169,Robin Williams
3170,coming of age
3171,Bill Murray
3172,time travel
3173,rock and roll
3174,time travel
3175,immortality
3176,Sean Connery
3177,rock and roll
3178,meditative
3179,nature
3180,archaeology
3181,indiana jones
3182,mental illness
3183,atmospheric
3184,Surreal
3185,comedy
3186,father-son relationship
3187,jim carrey
3188,surreal
3189,Kevin Spacey
3190,twist ending
3191,true story
3192,twist ending
3193,twist ending
3194,alone in the world
3195,dark comedy
3196,Jim Carrey
3197,surreal
3198,mathematics
3199,Robin Williams
3200,true story
3201,psychological
3202,time travel
3203,mystery
3204,terrible acting
3205,the acting
3206,twist ending
3207,surreal
3208,autism
3209,mental illness
3210,psychology
3211,road trip
3212,comedy
3213,comedy
3214,sci-fi
3215,time travel
3216,time travel
3217,Ennio Morricone
3218,archaeology
3219,Indiana Jones
3220,Antichrist
3221,satanism
3222,psychological
3223,philosophy
3224,Robin Williams
3225,surreal
3226,Holocaust
3227,Edward Norton
3228,Anthony Hopkins
3229,death
3230,British
3231,medieval
3232,Sean Connery
3233,parody
3234,cliche ending
3235,horror
3236,post-apocalyptic
3237,twist ending
3238,dark comedy
3239,sci-fi
3240,surreal
3241,virtual reality
3242,dystopia
3243,identity
3244,virtual reality
3245,time travel
3246,satire
3247,creepy
3248,found footage
3249,horror
3250,low budget
3251,mimics documentary-style
3252,mockumentary
3253,Bill Murray
3254,twist ending
3255,intelligent thriller
3256,Pierce Brosnan
3257,plot holes
3258,comedy
3259,coming of age
3260,New York
3261,New York City
3262,toys
3263,good plot
3264,Myth
3265,vikings
3266,mystery
3267,rock and roll
3268,surreal
3269,dark comedy
3270,multiple storylines
3271,cyberpunk
3272,dystopia
3273,mars
3274,sci-fi
3275,virtual reality
3276,dark comedy
3277,surreal
3278,Christopher Lloyd
3279,comedy
3280,Robert Zemeckis
3281,dark comedy
3282,surreal
3283,twist ending
3284,twist ending
3285,Comedy
3286,satire
3287,surreal
3288,mental illness
3289,Robin Williams
3290,Anthony Hopkins
3291,updated classics
3292,Al Pacino
3293,coming of age
3294,flashbacks
3295,hallucination
3296,insanity
3297,Nudity (Topless)
3298,paranoia
3299,surreal
3300,Tim Robbins
3301,twist ending
3302,coming of age
3303,atmospheric
3304,twist ending
3305,time travel
3306,comedy
3307,masturbation
3308,Nudity (Topless)
3309,road trip
3310,Teen movie
3311,Dystopia
3312,mystery
3313,Robert De Niro
3314,Hilarious
3315,Jim Carrey
3316,sex related humorism
3317,split personality
3318,adapted from:comic
3319,based on a comic
3320,comic book
3321,super-hero
3322,superhero
3323,superheroes
3324,1970s
3325,bittersweet
3326,coming of age
3327,great soundtrack
3328,Nudity (Topless - Notable)
3329,rock and roll
3330,psychology
3331,dark comedy
3332,twist ending
3333,Sean Connery
3334,Coen Brothers
3335,identity
3336,Mindfuck
3337,time loop
3338,twist ending
3339,multiple storylines
3340,satire
3341,better than the american version
3342,Dustin Hoffman
3343,comedy
3344,afterlife
3345,atmospheric
3346,death
3347,ghosts
3348,Horror
3349,surprise ending
3350,twist ending
3351,comedy
3352,anthony hopkins
3353,serial killer
3354,jeff bridges
3355,Kevin Spacey
3356,atmospheric
3357,philosophy
3358,psychology
3359,surreal
3360,thought-provoking
3361,time travel
3362,twist ending
3363,dark
3364,ghosts
3365,atmospheric
3366,comedy
3367,sci-fi
3368,surreal
3369,mathematics
3370,schizophrenia
3371,true story
3372,twist ending
3373,atmospheric
3374,stylized
3375,pointless
3376,supernatural
3377,twist ending
3378,Ricardo Darin
3379,twist ending
3380,parody
3381,mystery
3382,suspense
3383,thriller
3384,Edward Norton
3385,serial killer
3386,social commentary
3387,horror
3388,mystery
3389,zombies
3390,Daniel Day-Lewis
3391,true story
3392,holocaust
3393,true story
3394,based on a book
3395,based on a true story
3396,gangsters
3397,true story
3398,excellent script
3399,Kevin Spacey
3400,thought-provoking
3401,twist-ending
3402,Katie Holmes
3403,New York City
3404,serial killer
3405,sniper
3406,mystery
3407,split personality
3408,surreal
3409,twist ending
3410,Jim Carrey
3411,black comedy
3412,British
3413,british comedy
3414,comedy
3415,controversial
3416,Monty Python
3417,satire
3418,Terry Gilliam
3419,Jack Black
3420,rock and roll
3421,Quentin Tarantino
3422,multiple storylines
3423,bittersweet
3424,fairy tales
3425,stylized
3426,surrealism
3427,twist ending
3428,sci-fi
3429,twist ending
3430,Berlin
3431,East Germany
3432,great soundtrack
3433,The fall of the Berlin wall
3434,Jim Carrey
3435,psychology
3436,surreal
3437,surrealism
3438,thought-provoking
3439,Lars von Trier
3440,philosophical
3441,philosophy
3442,social commentary
3443,twist ending
3444,Myth
3445,Peter O'Toole
3446,black comedy
3447,surreal
3448,slow
3449,unrealistic
3450,politics
3451,satire
3452,surprise ending
3453,twist ending
3454,black comedy
3455,British
3456,british comedy
3457,dark comedy
3458,hilarious
3459,parody
3460,Simon Pegg
3461,zombie
3462,zombies
3463,satire
3464,Christian Bale
3465,Nudity (Topless)
3466,psychology
3467,twist ending
3468,twist ending
3469,not horror
3470,weak plot
3471,Lars von Trier
3472,surreal
3473,Berlin
3474,escape
3475,horror
3476,mystery
3477,complicated plot
3478,dark comedy
3479,ensemble cast
3480,multiple storylines
3481,mystery
3482,disturbing
3483,twist ending
3484,historical
3485,Twisted Ending
3486,superhero
3487,surreal
3488,better than expected
3489,mysterious or thrilling
3490,twist ending
3491,boring
3492,Heath Ledger
3493,Matt Damon
3494,Terry Gilliam
3495,Anthony Hopkins
3496,road trip
3497,true story
3498,dystopia
3499,social commentary
3500,dystopia
3501,twist ending
3502,multiple storylines
3503,social commentary
3504,Terry Gilliam
3505,Edward Norton
3506,twist ending
3507,dark comedy
3508,satire
3509,social commentary
3510,adventure
3511,atmospheric
3512,cultural customs and traditions
3513,indians
3514,Nudity (Topless)
3515,suspense
3516,satire
3517,social commentary
3518,bittersweet
3519,fantasy
3520,psychology
3521,surreal
3522,twist ending
3523,world war II
3524,twist ending
3525,german
3526,serial killer
3527,twist ending
3528,based on a true story
3529,historical
3530,Jim Carrey
3531,twist ending
3532,dark comedy
3533,Anthony Hopkins
3534,twist ending
3535,social commentary
3536,Quentin Tarantino
3537,predictable ending
3538,wasted potential
3539,British
3540,dark comedy
3541,hackers
3542,not as good as the first
3543,weak plot
3544,Christian Bale
3545,religion
3546,true story
3547,bittersweet
3548,coming of age
3549,inspirational
3550,road trip
3551,self discovery
3552,true story
3553,coen brothers
3554,serial killer
3555,twist ending
3556,twist ending
3557,futurama
3558,twist ending
3559,Broadway
3560,dark comedy
3561,Tim Burton
3562,horror
3563,found footage
3564,mockumentary
3565,atmospheric
3566,british comedy
3567,dark comedy
3568,twist ending
3569,assassin
3570,double agents
3571,ending
3572,multiple storylines
3573,US President
3574,history
3575,Christian Bale
3576,ensemble cast
3577,superhero
3578,Harrison Ford
3579,indiana jones
3580,silly
3581,Animation
3582,comedy
3583,coming of age
3584,Coen Brothers
3585,Comedy
3586,dark comedy
3587,dark humor
3588,twists & turns
3589,unpredictable
3590,Clint Eastwood
3591,nonlinear
3592,life & death
3593,philosophical
3594,philosophy
3595,jews
3596,poor acting
3597,stupid ending
3598,based on a book
3599,George Clooney
3600,atmospheric
3601,mystery
3602,Surreal
3603,time loop
3604,time travel
3605,twist ending
3606,twists & turns
3607,atmospheric
3608,insanity
3609,mystery
3610,thought-provoking
3611,twist ending
3612,prison escape
3613,undercover cop
3614,mindfuck
3615,complicated
3616,memory
3617,plot twist
3618,thought-provoking
3619,twist ending
3620,butterfly effect
3621,flashbacks
3622,memory
3623,nonlinear
3624,romance
3625,surreal
3626,thought provoking
3627,time travel
3628,dance
3629,New York City
3630,twist ending
3631,sci-fi
3632,time travel
3633,dystopia
3634,social commentary
3635,twist ending
3636,cliche
3637,emotional
3638,feel good movie
3639,rich and poor
3640,satire
3641,technology
3642,dumb ending
3643,Christopher Walken
3644,Colin Farrell
3645,dark comedy
3646,metafiction
3647,complicated
3648,multiple storylines
3649,visually appealing
3650,children
3651,cliche
3652,feral children
3653,compelling
3654,twist ending
3655,Found footage
3656,hard science fiction
3657,jupiter
3658,space
3659,surreal
3660,atmospheric
3661,Jake Gyllenhaal
3662,Ben Stiller
3663,boring
3664,Greenland
3665,Iceland
3666,surreal
3667,Christopher Nolan
3668,Matthew McConaughey
3669,relativity
3670,thought-provoking
3671,time-travel
3672,wormhole
3673,Ben Affleck
3674,David Fincher
3675,false accusation
3676,unpredictable
3677,Watched
3678,Watched
3679,Watched
3680,Watched
3681,Watched
3682,Watched
3683,Watched
3684,Watched
3685,Watched
3686,Watched
3687,Watched
3688,Watched
3689,Watched
3690,Watched
3691,Watched
3692,watched
3693,Watched
3694,Watched
3695,Watched
3696,Watched
3697,Watched
3698,Watched
3699,Watched
3700,Watched
3701,Watched
3702,Watched
3703,Watched
3704,Watched
3705,Watched
3706,Watched
3707,Watched
3708,Watched
3709,Watched
3710,Watched
3711,Watched
3712,Watch
3713,Watched
3714,Watched
3715,Watched
3716,Watched
3717,Watched
3718,Watched
3719,Watched
3720,Watched
3721,Watched
3722,Watched
3723,Watched
3724,Watched
3725,Watched
3726,Watched
3727,Watched
3728,Watched
3729,Watched
3730,Watched
3731,Watched
3732,Watched
3733,Watched
3734,Watched
3735,Watched
3736,Watched
3737,Watched
3738,Watched
3739,Watched
3740,Watched
3741,Watched
3742,Watched
3743,Watched
3744,Watched
3745,Watched
3746,Watched
3747,Watched
3748,Watched
3749,Watched
3750,Watched
3751,Watched
3752,Watched
3753,Watched
3754,Watched
3755,Watched
3756,Watched
3757,Watched
3758,Watched
3759,Watched
3760,Watched
3761,Watched
3762,Watched
3763,Watched
3764,Watched
3765,Watched
3766,Watched
3767,Watched
3768,Watched
3769,Watched
3770,Watched
3771,Watched
3772,Watched
3773,Watched
3774,Watched
3775,Watched
3776,Watched
3777,Watched
3778,Watched
3779,Watched
3780,Watched
3781,Watched
3782,Watched
3783,Watched
3784,Watched
3785,Watched
3786,Watched
3787,Watched
3788,Watched
3789,Watched
3790,Watched
3791,Watched
3792,Watched
3793,Watched
3794,Watched
3795,Watched
3796,Watched
3797,Watched
3798,Watched
3799,Watched
3800,Watched
3801,Watched
3802,Watched
3803,Watched
3804,Watched
3805,Watched
3806,Watched
3807,Watched
3808,Watched
3809,Watched
3810,Watched
3811,Watched
3812,Watched
3813,Watched
3814,Watched
3815,Watched
3816,Watched
3817,Watched
3818,Watched
3819,Watched
3820,Watched
3821,Watched
3822,Watched
3823,Watched
3824,Watched
3825,Watched
3826,Watched
3827,Watched
3828,Watched
3829,Watched
3830,Watched
3831,Watched
3832,Watched
3833,Watched
3834,Watched
3835,Watched
3836,Watched
3837,Watched
3838,Watched
3839,foreign language
3840,opera
3841,World War II
3842,satire
3843,Oscar (Best Foreign Language Film)
3844,black comedy
3845,dark comedy
3846,dystopia
3847,sci-fi
3848,disturbing
3849,dystopia
3850,excessive violence
3851,philosophy
3852,Robin Williams
3853,gay
3854,alternate reality
3855,alternate universe
3856,seen more than once
3857,alternate reality
3858,dark comedy
3859,dystopia
3860,philosophy
3861,classic
3862,Uma Thurman
3863,horror
3864,possession
3865,scary
3866,1980s
3867,80's
3868,80's classic
3869,Brat Pack
3870,teen angst
3871,foreign language
3872,Holocaust
3873,World War II
3874,manipulation
3875,Sarah Michelle Gellar
3876,Alyson Hannigan
3877,Gross-out
3878,horror
3879,mindfuck
3880,psychology
3881,scary
3882,surprise ending
3883,twist ending
3884,multiple storylines
3885,boxing
3886,good plot twists
3887,memory
3888,mystery
3889,nonlinear
3890,psychological
3891,psychology
3892,twist ending
3893,Oscar (Best Foreign Language Film)
3894,war
3895,foreign language
3896,existentialism
3897,sci-fi
3898,foreign language
3899,foreign language
3900,war
3901,war movie
3902,blunt existentialism
3903,existentialism
3904,philosophy
3905,foreign language
3906,foreign language
3907,Oscar (Best Foreign Language Film)
3908,history
3909,foreign language
3910,Gay Character
3911,genetics
3912,sci-fi
3913,surprise ending
3914,based on a comic
3915,dystopia
3916,politics
3917,sci-fi
3918,super-hero
3919,thought-provoking
3920,black comedy
3921,foreign language
3922,foreign language
3923,foreign language
3924,foreign language
3925,foreign language
3926,foreign language
3927,nonlinear
3928,foreign language
3929,martial arts
3930,biblical references
3931,foreign language
3932,foreign language
3933,foreign language
3934,horror
3935,post apocalyptic
3936,adultery
3937,affair
3938,drama
3939,historical
3940,Medieval
3941,mel gibson
3942,Nudity (Topless)
3943,Scotland
3944,Batman
3945,Jim Carrey
3946,superhero
3947,Nudity (Full Frontal)
3948,raunchy
3949,sexual
3950,strippers
3951,adapted from:book
3952,classic
3953,drama
3954,friendship
3955,great acting
3956,powerful ending
3957,prison escape
3958,reflective
3959,thought-provoking
3960,twist ending
3961,based on a book
3962,bittersweet
3963,classic
3964,drama
3965,emotional
3966,inspirational
3967,quirky
3968,Sexuality
3969,tom hanks
3970,con men
3971,gay
3972,gay lead character
3973,homosexuality
3974,amazing photography
3975,based on a true story
3976,based on book
3977,black and white
3978,classic
3979,disturbing
3980,holocaust
3981,jews
3982,Steven Spielberg
3983,thought-provoking
3984,WWII
3985,dark
3986,dark hero
3987,alien invasion
3988,Area 51
3989,disaster
3990,end of the world
3991,will smith
3992,chocolate
3993,Gene Wilder
3994,imagination
3995,horrors of war
3996,Vietnam War
3997,Erotic Thriller
3998,Notable Nudity
3999,Nudity (Topless - Notable)
4000,Sexualized violence
4001,cinematography
4002,confrontational
4003,courtroom drama
4004,good dialogue
4005,gritty
4006,group psychology
4007,social commentary
4008,thought-provoking
4009,atmospheric
4010,Biography
4011,cinematography
4012,desert
4013,epic
4014,History
4015,Middle East
4016,classic
4017,con men
4018,great soundtrack
4019,heist
4020,Paul Newman
4021,poker
4022,Robert Redford
4023,surprise ending
4024,twist ending
4025,Drama
4026,philosophy
4027,Robin Williams
4028,conspiracy theory
4029,Will Smith
4030,antichrist
4031,courtroom
4032,devil
4033,Nudity (Full Frontal)
4034,thought-provoking
4035,apocalypse
4036,Bruce Willis
4037,end of the world
4038,space
4039,comedy
4040,crude humor
4041,sexual
4042,autism
4043,brothers
4044,Dustin Hoffman
4045,mental illness
4046,psychology
4047,road trip
4048,Tom Cruise
4049,cinematography
4050,disturbing
4051,drama
4052,enormously long battle scene
4053,gritty
4054,realistic
4055,spielberg
4056,Steven Spielberg
4057,Tom Hanks
4058,Vin Diesel
4059,World War II
4060,wwii
4061,Adventure
4062,effects
4063,Fantasy
4064,vampire
4065,vampires
4066,fantasy
4067,Good versus evil
4068,magic
4069,sword and sorcery
4070,wizards
4071,dark hero
4072,fight scenes
4073,post apocalyptic
4074,sci-fi
4075,thought-provoking
4076,Nudity (Topless - Notable)
4077,Nudity (Topless)
4078,sexuality
4079,Steven Spielberg
4080,Vin Diesel
4081,drama
4082,emotional
4083,great acting
4084,heartwarming
4085,Michael Clarke Duncan
4086,prison
4087,racism
4088,Tom Hanks
4089,based on a book
4090,escape
4091,prison
4092,prison escape
4093,Steve McQueen
4094,Nudity (Full Frontal - Notable)
