LinkID,ImdbID,TmdbID
1695,120185,6116
1696,118956,9457
1697,128690,281289
1698,119521,43911
1699,119734,39424
1700,119711,44361
1701,120008,11702
1702,120594,2923
1703,119784,12238
1704,118747,11568
1705,114690,41577
1706,133090,
1707,120707,66894
1708,120888,11003
1709,120184,10153
1710,118662,49645
1711,116379,47112
1712,119548,102732
1713,120782,30949
1714,119822,2898
1715,99939,9558
1716,145302,83593
1717,119656,320011
1718,114322,
1719,119594,26269
1720,120873,11808
1721,120491,6970
1722,119574,47452
1723,112619,18205
1724,140282,36943
1725,120661,21736
1726,118744,17941
1727,120241,10668
1728,120744,9313
1729,120769,42807
1730,120890,617
1731,125454,36568
1732,120642,37272
1733,119250,5910
1734,119942,9440
1735,119780,53092
1736,120510,32911
1737,120793,44308
1738,119049,124821
1739,124179,32456
1740,119560,93350
1741,120219,62695
1742,120108,32144
1743,120772,17127
1744,120645,40688
1745,119305,17133
1746,119905,19848
1747,120598,17644
1748,124295,1774
1749,118851,30265
1750,119139,
1751,120738,2157
1752,119272,70581
1753,120749,8838
1754,120176,29193
1755,120632,795
1756,120728,16980
1757,120773,27472
1758,120765,47881
1759,124718,9469
1760,119196,12488
1761,118229,98499
1762,120213,81367
1763,118819,267
1764,120906,16148
1765,119792,21252
1766,118755,9449
1767,119947,6264
1768,130019,90414
1769,119508,188870
1770,118727,215373
1771,118577,78149
1772,120723,15513
1773,120725,31220
1774,138563,13907
1775,119987,29825
1776,117786,10622
1777,120265,30020
1778,119448,17139
1779,118785,34582
1780,120841,10216
1781,120742,9771
1782,120838,24560
1783,141986,76330
1784,120609,9448
1785,120856,38618
1786,120610,18316
1787,118925,78373
1788,119952,77514
1789,113184,49474
1790,119683,4415
1791,120211,39467
1792,118866,55561
1793,120647,8656
1794,145048,209345
1795,120531,58680
1796,125128,35161
1797,119506,35796
1798,120800,18937
1799,120685,929
1800,118798,9452
1801,120669,1878
1802,120777,9844
1803,131436,40505
1804,119053,14342
1805,119313,9715
1806,119375,26610
1807,119547,20064
1808,120401,40961
1809,120787,1965
1810,116692,312
1811,120828,6068
1812,127723,15037
1813,118894,50043
1814,139362,37636
1815,119494,17044
1816,125980,60951
1817,118849,21334
1818,150290,416437
1819,116141,32284
1820,126938,51955
1821,122529,37410
1822,143614,47481
1823,119717,53765
1824,120762,10674
1825,140508,136134
1826,120902,846
1827,126344,12655
1828,118998,3050
1829,120780,1389
1830,73540,11020
1831,120321,20862
1832,120443,108548
1833,118789,9464
1834,120591,95
1835,122151,944
1836,123987,35680
1837,122718,11551
1838,138704,473
1839,140688,102304
1840,129387,544
1841,52077,10513
1842,18578,28966
1843,19729,65203
1844,20629,143
1845,21746,42861
1846,22958,33680
1847,23876,56164
1848,26752,12311
1849,27698,43277
1850,29146,43278
1851,30993,34106
1852,33729,43266
1853,35093,27367
1854,36872,17661
1855,37884,28580
1856,36868,887
1857,39416,33667
1858,40416,23383
1859,41113,25430
1860,44672,27191
1861,45793,11426
1862,47296,654
1863,48356,15919
1864,55614,1725
1865,57590,5769
1866,60665,874
1867,61811,10633
1868,63385,17917
1869,64665,3116
1870,67116,1051
1871,75148,1366
1872,79417,12102
1873,81283,16619
1874,82158,9443
1875,86425,11050
1876,89755,606
1877,93389,746
1878,95953,380
1879,97239,403
1880,65063,11485
1881,67309,466
1882,87995,13820
1883,100142,15389
1884,91369,13597
1885,88847,2108
1886,89686,10014
1887,93629,10072
1888,95742,10131
1889,97981,10160
1890,101917,11284
1891,80761,4488
1892,82418,9725
1893,83972,9728
1894,87298,9730
1895,89173,9731
1896,91080,10225
1897,95179,10281
1898,97388,10283
1899,77651,948
1900,82495,11281
1901,85636,10676
1902,95271,11357
1903,97474,11361
1904,81383,36599
1905,93176,39929
1906,98136,41828
1907,105179,41769
1908,94862,10585
1909,99253,11186
1910,103956,11187
1911,84516,609
1912,91778,11133
1913,95889,10306
1914,70047,9552
1915,76009,11586
1916,99528,11587
1917,93409,941
1918,97733,942
1919,104714,943
1920,87363,927
1921,99700,928
1922,89218,9340
1923,120746,9342
1924,119910,38509
1925,117898,60033
1926,70723,12101
1927,17136,19
1928,96874,165
1929,99088,196
1930,69113,551
1931,76054,16084
1932,54594,17984
1933,78790,22328
1934,54649,32611
1935,34492,3170
1936,47478,346
1937,94947,859
1938,87182,841
1939,95497,11051
1940,99674,242
1941,102757,1411
1942,119558,9769
1943,134619,9424
1944,120741,9835
1945,120815,857
1946,137386,17539
1947,119007,44322
1948,66728,22777
1949,66811,20173
1950,88814,10957
1951,78869,9570
1952,62737,16249
1953,109287,13962
1954,75807,14612
1955,77305,19378
1956,97053,65157
1957,65566,29228
1958,82199,19379
1959,109520,11164
1960,52722,18887
1961,82263,40866
1962,106868,24736
1963,91059,10122
1964,61715,24816
1965,91149,9994
1966,61749,25445
1967,80861,12129
1968,76137,14140
1969,107120,10439
1970,104437,11158
1971,97523,9354
1972,77698,28736
1973,56095,34774
1974,57180,37969
1975,120768,9631
1976,120783,9820
1977,131857,14013
1978,119165,36606
1979,120687,96196
1980,124115,98505
1981,98213,1779
1982,89853,10849
1983,39689,678
1984,59113,907
1985,83922,5961
1986,90203,47908
1987,86423,42121
1988,106273,2887
1989,96734,11974
1990,89126,20348
1991,71910,26648
1992,82736,11911
1993,90756,793
1994,89385,35144
1995,61852,9325
1996,53994,43037
1997,48280,10340
1998,97757,10144
1999,104868,10414
2000,104940,10437
2001,104990,15300
2002,55254,12230
2003,89731,13380
2004,46183,10693
2005,81353,11335
2006,100477,11135
2007,76618,11319
2008,78158,14822
2009,107952,15969
2010,89908,13155
2011,102803,10249
2012,75200,15943
2013,53285,10882
2014,86336,24808
2015,57518,19762
2016,38969,13850
2017,88161,2619
2018,111271,65158
2019,19422,53565
2020,111359,41841
2021,84783,27332
2022,84827,97
2023,108265,10419
2024,120694,11675
2025,102250,2107
2026,79367,6471
2027,83798,9442
2028,85894,11591
2029,101969,13697
2030,99697,19158
2031,86066,227
2032,87469,87
2033,77869,123
2034,87803,9314
2035,85407,11336
2036,91499,9980
2037,107665,10657
2038,85382,10489
2039,87050,10823
2040,96787,11497
2041,101272,2907
2042,120631,9454
2043,120832,8688
2044,128214,118452
2045,120813,16155
2046,120056,48894
2047,80388,23954
2048,77711,12761
2049,61184,396
2050,92513,14367
2051,90305,11814
2052,61584,16081
2053,57372,18331
2054,70016,15171
2055,78480,11837
2056,84649,11704
2057,83791,11639
2058,90633,4978
2059,101329,10380
2060,89469,11976
2061,88128,15144
2062,91790,11522
2063,90060,11557
2064,90848,13853
2065,91223,11415
2066,93220,37530
2067,80801,8393
2068,97443,11937
2069,140796,21661
2070,118661,9320
2071,120703,33644
2072,120831,14662
2073,133413,125124
2074,129923,115872
2075,116516,39930
2076,99763,10692
2077,63522,805
2078,88323,34584
2079,100240,34636
2080,80391,2182
2081,94077,28070
2082,119517,77469
2083,124595,10278
2084,120611,36647
2085,120576,17915
2086,118301,14557
2087,120901,9417
2088,119778,41469
2089,120692,19381
2090,95709,34637
2091,94721,4011
2092,119033,161795
2093,40746,1580
2094,74512,5854
2095,68611,573
2096,65112,2370
2097,61107,5780
2098,58329,506
2099,51207,22527
2100,49470,574
2101,48750,11219
2102,45897,30159
2103,44079,845
2104,42994,1978
2105,120577,3682
2106,119346,51942
2107,123324,46702
2108,119453,54795
2109,139564,46748
2110,96446,847
2111,94226,117
2112,120654,14577
2113,120724,37498
2114,119125,38621
2115,139468,59138
2116,119892,28047
2117,42004,4175
2118,39694,31667
2119,37017,13321
2120,36342,21734
2121,35279,31997
2122,33922,24197
2123,34248,11462
2124,31505,31995
2125,30341,940
2126,29811,2762
2127,28212,12684
2128,28231,2761
2129,25452,8208
2130,24747,52907
2131,23285,15007
2132,23395,36049
2133,22395,52748
2134,20852,75793
2135,21015,47695
2136,21165,31930
2137,20142,20213
2138,19702,543
2139,18756,36054
2140,18876,143750
2141,17825,52782
2142,17843,36055
2143,18328,36056
2144,17075,2760
2145,16230,64398
2146,133361,
2147,128442,10220
2148,123755,431
2149,118980,31641
2150,165857,223318
2151,120775,69848
2152,124879,22796
2153,119934,22256
2154,75040,37550
2155,73817,37916
2156,81207,21873
2157,85346,21500
2158,87359,84116
2159,92699,12626
2160,92537,37818
2161,96463,3525
2162,96166,129628
2163,95593,2321
2164,98258,2028
2165,100212,16384
2166,100134,91217
2167,101530,77314
2168,104412,10699
2169,105629,11597
2170,82172,218624
2171,84938,47947
2172,84472,48311
2173,87810,44772
2174,87690,
2175,86973,14347
2176,92225,41090
2177,91680,18282
2178,90583,18169
2179,96073,11082
2180,98625,5971
2181,102558,11933
2182,101523,20096
2183,102469,30815
2184,104257,881
2185,107211,4478
2186,109390,
2187,120788,22318
2188,120776,53113
2189,120812,2109
2190,113658,122289
2191,118736,24746
2192,120835,72987
2193,120162,193103
2194,122690,8195
2195,146336,9877
2196,118863,26618
2197,119802,21132
2198,126604,11855
2199,100594,24016
2200,109206,14785
2201,63850,14794
2202,80731,3486
2203,47573,11071
2204,84787,1091
2205,105151,10403
2206,81554,11337
2207,99487,162
2208,117276,25723
2209,144604,73351
2210,120587,8916
2211,120823,28134
2212,120770,9429
2213,120889,12159
2214,124102,27791
2215,52607,43106
2216,63462,30197
2217,82517,10156
2218,104952,10377
2219,73440,3121
2220,119577,4975
2221,139615,37532
2222,120701,9713
2223,122642,134368
2224,69966,85837
2225,141824,1039
2226,119670,9821
2227,86837,4437
2228,90830,1890
2229,80678,1955
2230,120603,39437
2231,144120,11932
2232,120791,6435
2233,119534,108316
2234,147612,10683
2235,119986,63709
2236,118636,9445
2237,120789,2657
2238,120157,9425
2239,150230,32326
2240,118799,637
2241,124819,8675
2242,143874,125762
2243,100740,20701
2244,120877,9945
2245,120586,73
2246,116481,18603
2247,120722,46889
2248,158493,12888
2249,120684,3033
2250,133952,9882
2251,120484,10663
2252,127536,4518
2253,120879,1808
2254,130018,3600
2255,155753,17037
2256,119643,297
2257,120643,5332
2258,116488,21589
2259,120767,8336
2260,89941,11893
2261,90934,123056
2262,73747,12223
2263,87932,32081
2264,91954,14924
2265,91538,10002
2266,99750,41817
2267,50783,19426
2268,85244,12560
2269,120660,9798
2270,134067,14444
2271,120623,9487
2272,120533,9466
2273,140888,666
2274,120070,2042
2275,166396,10162
2276,154420,309
2277,69089,692
2278,45826,24018
2279,47034,1678
2280,87344,39256
2281,56142,1680
2282,24216,244
2283,74751,10730
2284,91344,31947
2285,89017,8130
2286,89087,11532
2287,89155,9749
2288,97366,14628
2289,89893,9626
2290,91159,13698
2291,91541,10466
2292,90264,707
2293,89489,11954
2294,87928,9336
2295,89822,10157
2296,91777,12118
2297,93756,10587
2298,95882,11825
2299,98105,11895
2300,120595,9447
2301,119304,12257
2302,165494,37536
2303,124198,10029
2304,119248,27104
2305,155975,11252
2306,147004,8545
2307,120324,10223
2308,141109,9745
2309,120844,200
2310,120794,9837
2311,128445,11545
2312,138097,1934
2313,87688,110643
2314,39628,11881
2315,89961,13764
2316,98115,24951
2317,89767,8879
2318,89880,1369
2319,83944,1368
2320,95956,1370
2321,89370,10303
2322,88011,9326
2323,88933,10328
2324,94890,11285
2325,79817,1367
2326,84602,1371
2327,89927,1374
2328,100507,1375
2329,88930,15196
2330,90357,11904
2331,92173,215875
2332,90685,15596
2333,91188,13818
2334,91653,29968
2335,91024,44326
2336,87538,1885
2337,91326,8856
2338,97647,10495
2339,97958,5825
2340,128853,9489
2341,120706,16885
2342,120861,76857
2343,120863,8741
2344,133751,9276
2345,120751,9822
2346,41650,39314
2347,129290,10312
2348,120686,9441
2349,120633,9422
2350,142231,125582
2351,119336,24525
2352,120857,10368
2353,120514,11365
2354,144546,140897
2355,118564,31662
2356,127722,36136
2357,120699,1363
2358,150915,46992
2359,145734,825
2360,120391,22913
2361,132512,15556
2362,120710,28902
2363,139699,14709
2364,120458,9423
2365,93072,14443
2366,91225,10658
2367,93075,6917
2368,99636,40729
2369,90768,24086
2370,51622,11815
2371,91064,9426
2372,97368,10344
2373,91875,15698
2374,90660,2620
2375,72271,30497
2376,92076,16337
2377,99994,25018
2378,110978,16780
2379,91877,12151
2380,92112,25438
2381,90917,33278
2382,90710,274253
2383,91605,192
2384,91306,10945
2385,91738,10013
2386,90555,9671
2387,92493,9396
2388,92105,11038
2389,91991,12278
2390,90863,11873
2391,90567,18588
2392,91187,10015
2393,91055,12715
2394,92086,8388
2395,120683,45712
2396,119773,6187
2397,151691,8129
2398,149151,1618
2399,112922,10722
2400,120095,296543
2401,160862,10314
2402,138279,125548
2403,163984,47139
2404,54167,11167
2405,152548,170187
2406,120784,2112
2407,145893,16172
2408,138987,111794
2409,128133,9524
2410,174852,20595
2411,70544,16306
2412,124298,11622
2413,139462,10207
2414,120764,9849
2415,119207,82865
2416,155776,18892
2417,132477,13466
2418,151804,1542
2419,156901,43978
2420,137338,15256
2421,134273,8224
2422,123209,18417
2423,120618,12479
2424,181322,15031
2425,119054,15209
2426,134948,26425
2427,70334,1847
2428,84390,42113
2429,98084,8913
2430,105128,10906
2431,106557,25748
2432,109415,25749
2433,85333,8769
2434,84412,14742
2435,51744,15856
2436,65377,10671
2437,71110,27932
2438,75648,7227
2439,76636,10670
2440,72308,5919
2441,80354,33518
2442,79550,40160
2443,70909,2362
2444,74812,10803
2445,63442,871
2446,65462,1685
2447,69768,1705
2448,68408,1688
2449,67065,1687
2450,77189,166680
2451,71455,11123
2452,78740,29723
2453,78856,31638
2454,175550,113286
2455,122933,9535
2456,142192,9455
2457,139134,796
2458,120735,100
2459,127288,47501
2460,157208,77936
2461,159696,84586
2462,120646,30943
2463,125778,107946
2464,144814,7341
2465,131646,10350
2466,57129,11772
2467,94964,9540
2468,107626,31503
2469,54443,11773
2470,56931,30202
2471,118665,22345
2472,120859,53685
2473,157016,1567
2474,141098,1641
2475,160429,47288
2476,129332,10212
2477,139668,10354
2478,118682,11526
2479,118892,8583
2480,116192,123728
2481,49408,16520
2482,187819,16508
2483,131369,11374
2484,120757,16379
2485,122906,125123
2486,120613,28029
2487,133093,603
2488,147800,4951
2489,120274,65749
2490,129280,8970
2491,120449,9840
2492,116932,186705
2493,119665,30950
2494,127302,70687
2495,154506,11660
2496,139239,9430
2497,151738,11355
2498,105399,18764
2499,126250,9465
2500,166195,27455
2501,133363,1414
2502,119219,49981
2503,123964,6522
2504,341315,
2505,143261,114719
2506,136244,10209
2507,123923,25512
2508,139394,143299
2509,110570,22826
2510,125659,1902
2511,188996,
2512,133189,6396
2513,120836,39964
2514,120797,12596
2515,126886,9451
2516,120907,1946
2517,119546,89522
2518,76164,42230
2519,128370,139445
2520,168950,74140
2521,137494,1844
2522,138510,6552
2523,162973,24584
2524,120697,213985
2525,115669,25471
2526,138874,4154
2527,155388,28519
2528,37913,3309
2529,87799,18462
2530,90837,28941
2531,89652,18252
2532,99422,8592
2533,120616,564
2534,118826,13852
2535,188052,140519
2536,120865,25232
2537,115005,33194
2538,140379,10210
2539,160298,53862
2540,165078,17962
2541,115693,9460
2542,138414,4927
2543,120659,122190
2544,120915,1893
2545,166252,31342
2546,149723,44297
2547,120680,95627
2548,59643,8785
2549,23245,15849
2550,53085,18990
2551,37098,29242
2552,37099,29243
2553,32818,31498
2554,35096,29239
2555,82766,15660
2556,78346,1924
2557,81573,8536
2558,86393,9531
2559,94074,11411
2560,21814,138
2561,37793,30793
2562,36931,3103
2563,21884,3035
2564,31951,3077
2565,34786,3074
2566,35899,3076
2567,50280,3079
2568,36376,32023
2569,34398,13666
2570,89308,29794
2571,48696,9077
2572,73629,36685
2573,42469,43391
2574,84156,30168
2575,44121,10785
2576,45920,19483
2577,46534,8974
2578,48215,29959
2579,49366,11549
2580,49169,18158
2581,49370,27625
2582,49516,41516
2583,84745,17918
2584,53183,37305
2585,52151,18784
2586,125439,509
2587,139809,1090
2588,156794,24858
2589,126859,15059
2590,138590,55912
2591,128278,12117
2592,186508,11779
2593,126261,41730
2594,124555,84198
2595,139216,100568
2596,141105,13533
2597,164085,62676
2598,145660,817
2599,143924,265966
2600,156820,91598
2601,120802,14283
2602,120855,37135
2603,144214,2275
2604,184510,68426
2605,122541,24137
2606,120731,10376
2607,130827,104
2608,120370,15800
2609,142342,9032
2610,139898,13821
2611,119038,9421
2612,119743,55955
2613,120554,67067
2614,99052,6488
2615,158983,9473
2616,120891,8487
2617,162677,10279
2618,149964,125263
2619,101318,2767
2620,167925,78568
2621,163651,2105
2622,137363,1073
2623,137439,10239
2624,158811,10208
2625,185937,2667
2626,120899,48958
2627,120663,345
2628,139414,9825
2629,161100,16158
2630,120878,133575
2631,87332,620
2632,97428,2978
2633,157503,10490
2634,171363,11618
2635,141369,332
2636,162710,1812
2637,149261,8914
2638,132347,9824
2639,163187,4806
2640,162830,33430
2641,49406,247
2642,48254,10056
2643,54331,967
2644,56193,802
2645,72684,3175
2646,53198,147
2647,55032,1628
2648,96378,21185
2649,91557,11120
2650,91129,10136
2651,90774,32060
2652,92585,48686
2653,90886,48259
2654,88939,873
2655,91343,48660
2656,91637,26789
2657,92068,3934
2658,91613,108312
2659,91699,198469
2660,91530,11416
2661,91419,10776
2662,54033,24452
2663,92534,9710
2664,91554,31924
2665,93818,30890
2666,93051,24081
2667,93690,20242
2668,92627,39074
2669,92850,66194
2670,93415,2115
2671,94293,23599
2672,83967,3526
2673,89816,41166
2674,144168,16406
2675,129111,197239
2676,129167,10386
2677,167404,745
2678,155267,913
2679,63688,912
2680,122515,12229
2681,168449,67323
2682,120709,91076
2683,120210,89861
2684,138946,19457
2685,131325,11353
2686,120620,17707
2687,165710,9781
2688,176422,102489
2689,168987,18212
2690,138487,13817
2691,119614,126996
2692,15693,38715
2693,113965,48781
2694,77663,12185
2695,57449,29056
2696,53363,26857
2697,55304,28501
2698,59821,29030
2699,58333,25319
2700,56552,29074
2701,91178,24103
2702,88889,10552
2703,66765,9267
2704,77394,10766
2705,82377,10768
2706,80339,813
2707,83530,2665
2708,118604,9406
2709,89670,11418
2710,85995,11153
2711,95188,14170
2712,94737,2280
2713,100419,11077
2714,102719,28597
2715,104740,22611
2716,119843,39780
2717,96244,10396
2718,107798,9944
2719,85334,850
2720,130121,10154
2721,133046,10342
2722,176269,10366
2723,105698,9349
2724,188863,15122
2725,156887,10494
2726,119692,126152
2727,160401,22314
2728,181833,51679
2729,52602,35813
2730,91278,11037
2731,95382,11955
2732,103617,2038
2733,113438,28737
2734,73802,11963
2735,58175,141489
2736,10418,53761
2737,104839,9096
2738,10726,91893
2739,181733,113273
2740,163185,103793
2741,120657,1911
2742,138304,2900
2743,160236,17709
2744,164108,37718
2745,169145,47144
2746,160216,104896
2747,144286,30964
2748,119586,52366
2749,120747,6373
2750,163579,2162
2751,125971,14578
2752,126810,40694
2753,125211,4338
2754,157183,49184
2755,145531,10307
2756,164181,11601
2757,133412,18621
2758,118843,1075
2759,151582,21719
2760,178988,40879
2761,97050,47951
2762,31762,43832
2763,45251,47697
2764,102741,49792
2765,107895,77064
2766,81454,
2767,88146,26522
2768,76150,23761
2769,69994,24097
2770,86014,42114
2771,59297,28295
2772,63823,12105
2773,169547,14
2774,88178,24128
2775,181316,11001
2776,126916,10390
2777,80491,9453
2778,58182,704
2779,127296,35122
2780,173390,142132
2781,77280,24153
2782,89175,11797
2783,97390,18086
2784,111342,124475
2785,61385,17887
2786,68473,10669
2787,82348,11527
2788,125879,42848
2789,50814,40867
2790,108185,1049
2791,111419,28032
2792,73812,11326
2793,82511,28377
2794,99558,10975
2795,91431,10974
2796,150377,10398
2797,120716,2290
2798,140397,24071
2799,129884,62994
2800,160338,60994
2801,159421,16112
2802,168172,32305
2803,164114,14429
2804,134618,15198
2805,120188,6415
2806,162360,24066
2807,133122,21430
2808,134033,10381
2809,194314,171982
2810,68990,42486
2811,60095,60285
2812,87188,5622
2813,106664,10349
2814,31397,42518
2815,95652,29787
2816,79714,9638
2817,86154,10576
2818,91799,12662
2819,23369,61369
2820,56443,11712
2821,156934,12618
2822,167427,13824
2823,171804,226
2824,150574,288772
2825,168740,55107
2826,176415,69851
2827,165854,10388
2828,165874,17198
2829,143746,44857
2830,86200,9346
2831,100802,861
2832,82089,14412
2833,91042,9377
2834,86617,11541
2835,37674,2457
2836,68699,11901
2837,61747,4929
2838,76123,85325
2839,80179,11230
2840,65571,8416
2841,95270,11054
2842,37558,851
2843,87980,24453
2844,82979,18254
2845,176093,56235
2846,97223,20123
2847,77405,16642
2848,57058,2593
2849,90636,42020
2850,33804,3086
2851,34240,16305
2852,35169,32255
2853,91214,48797
2854,46126,19997
2855,38559,3767
2856,52225,17352
2857,85549,535
2858,104507,2731
2859,61578,1654
2860,87722,31043
2861,59260,14831
2862,58150,658
2863,57076,657
2864,55928,646
2865,80453,5689
2866,58461,391
2867,119256,8052
2868,104431,772
2869,79709,65448
2870,84485,65452
2871,94008,31650
2872,17423,73575
2873,133117,302579
2874,137523,550
2875,187712,97537
2876,160916,12220
2877,119114,1610
2878,160672,53151
2879,192194,42881
2880,203408,29064
2881,166896,404
2882,48977,42196
2883,81633,36819
2884,61138,42726
2885,83946,9343
2886,78754,16858
2887,93206,42006
2888,97123,11562
2889,200469,10496
2890,168501,16162
2891,163988,8649
2892,142201,31306
2893,144640,10563
2894,172627,14484
2895,148462,214735
2896,72742,94857
2897,99710,32043
2898,59319,15247
2899,67527,29251
2900,93870,5548
2901,100502,5549
2902,96438,856
2903,81150,38772
2904,82398,699
2905,97742,709
2906,70328,253
2907,91829,13511
2908,59800,660
2909,168589,46798
2910,185371,11377
2911,166943,26149
2912,120601,492
2913,144178,108346
2914,154827,98480
2915,119698,128
2916,157075,46286
2917,200849,8672
2918,170705,8056
2919,120596,2020
2920,145681,9481
2921,140352,9008
2922,181288,14242
2923,156729,16129
2924,117365,104103
2925,200071,11489
2926,65088,28145
2927,16630,51371
2928,99180,18111
2929,82121,31361
2930,77355,11223
2931,83767,16281
2932,92796,16288
2933,89885,1694
2934,97240,476
2935,106856,37094
2936,82427,13555
2937,17925,961
2938,18183,73969
2939,78087,24831
2940,62218,64963
2941,93990,85160
2942,61407,25560
2943,82817,21610
2944,55630,11878
2945,100475,11510
2946,67525,11234
2947,94012,957
2948,70608,11886
2949,48380,37853
2950,82484,62204
2951,65988,11040
2952,50371,21849
2953,86465,1621
2954,79540,14035
2955,87700,40771
2956,93516,40772
2957,104837,40773
2958,101669,11498
2959,105130,11790
2960,113416,29371
2961,83911,276635
2962,83254,47941
2963,61789,29048
2964,172726,19052
2965,149691,21349
2966,120655,1832
2967,151137,10047
2968,190641,10228
2969,165773,47692
2970,160620,18561
2971,118150,144953
2972,32215,37426
2973,32283,51787
2974,101605,11663
2975,34862,13485
2976,56197,9289
2977,105156,9264
2978,119908,18222
2979,114008,124853
2980,66473,11165
2981,95675,4203
2982,84855,24226
2983,68528,88875
2984,86856,11379
2985,94027,29154
2986,93565,2039
2987,59674,77915
2988,68762,11943
2989,59646,11481
2990,57187,2690
2991,164312,20565
2992,165859,27141
2993,178737,10399
2994,179196,90762
2995,162661,2668
2996,143145,36643
2997,185125,99
2998,144969,159569
2999,84357,77010
3000,24852,25898
3001,96061,9647
3002,42546,11787
3003,40522,5156
3004,93509,24276
3005,80979,11953
3006,55850,44662
3007,67411,29005
3008,93512,26371
3009,32551,596
3010,50738,52470
3011,33045,20334
3012,87781,11393
3013,73692,31121
3014,105265,293
3015,93010,10998
3016,89360,12235
3017,100680,36094
3018,95631,9013
3019,99077,11005
3020,99291,59820
3021,101393,2924
3022,101889,177
3023,88007,38557
3024,87091,42087
3025,87921,13681
3026,90556,34760
3027,146675,9946
3028,120363,863
3029,155711,31582
3030,189744,125520
3031,134154,22267
3032,161023,55123
3033,67656,5486
3034,104114,10411
3035,45877,41462
3036,33021,1718
3037,97717,28604
3038,160509,15506
3039,172396,20024
3040,48034,78256
3041,144715,13787
3042,160513,54933
3043,158371,9684
3044,99165,9586
3045,118780,41638
3046,10040,70801
3047,15863,33015
3048,28950,777
3049,79239,21887
3050,50558,5652
3051,81470,19664
3052,96171,32331
3053,24645,76083
3054,14538,32628
3055,100828,32669
3056,96328,18161
3057,63056,31681
3058,60463,33666
3059,150216,32274
3060,205000,10402
3061,120689,497
3062,124315,1715
3063,167423,35118
3064,141974,42739
3065,20668,26162
3066,67328,25188
3067,51337,15515
3068,37547,75888
3069,166485,1439
3070,182789,2277
3071,164912,10137
3072,162866,10387
3073,120910,49948
3074,175880,334
3075,119079,30237
3076,174204,50116
3077,151568,46435
3078,64006,94260
3079,106455,22213
3080,96978,47070
3081,66892,36492
3082,64276,624
3083,87231,26578
3084,32590,415072
3085,53226,43103
3086,47630,43194
3087,146838,9563
3088,125664,1850
3089,177789,926
3090,134119,1213
3091,195945,10471
3092,174856,10400
3093,145653,10397
3094,196857,20761
3095,120866,12524
3096,192335,28216
3097,174268,36773
3098,119699,30814
3099,120834,10219
3100,172493,3558
3101,169333,104878
3102,208261,41276
3103,156812,17908
3104,134983,10384
3105,169156,125317
3106,169302,48233
3107,198385,
3108,70903,10236
3109,13662,71067
3110,46359,632
3111,95897,11851
3112,70511,5924
3113,50815,33734
3114,70290,14886
3115,65724,26617
3116,65436,11900
3117,97162,10493
3118,77269,16241
3119,54067,27632
3120,86859,22160
3121,45162,4460
3122,107659,9644
3123,40552,43455
3124,83929,13342
3125,94924,35119
3126,66856,21256
3127,106364,14919
3128,88707,14040
3129,75406,75641
3130,66380,17343
3131,29606,22692
3132,102687,47620
3133,100318,2990
3134,55230,38775
3135,83851,10831
3136,87034,21193
3137,90366,33078
3138,58625,16672
3139,186975,10472
3140,197544,123277
3141,117131,79474
3142,153866,97805
3143,44364,53714
3144,71935,21489
3145,11652,51392
3146,16332,32600
3147,62281,110479
3148,78412,299121
3149,81748,13005
3150,68011,65134
3151,183065,121738
3152,120662,18681
3153,141399,75531
3154,156639,20468
3155,201840,14521
3156,126651,46835
3157,104187,10406
3158,76095,14741
3159,58604,32015
3160,104797,1883
3161,105417,2005
3162,108147,6279
3163,104389,11087
3164,106246,7305
3165,88683,24735
3166,105323,9475
3167,105793,8872
3168,108525,8873
3169,104694,11287
3170,105112,9869
3171,103855,619
3172,104070,9374
3173,104231,11259
3174,104454,8293
3175,105415,11068
3176,105665,1923
3177,105812,10158
3178,103893,10206
3179,104684,11782
3180,103905,10086
3181,104815,9367
3182,105477,9876
3183,104291,10326
3184,104040,16562
3185,105046,9609
3186,103759,12143
3187,134084,4234
3188,105414,9605
3189,144117,8374
3190,171356,29076
3191,185154,80471
3192,192069,49477
3193,143344,121940
3194,69754,28156
3195,144801,113096
3196,116102,106837
3197,67433,24349
3198,67848,27841
3199,163978,1907
3200,184907,15489
3201,220099,15655
3202,159373,68546
3203,209189,36210
3204,171764,279444
3205,217107,77908
3206,47878,22342
3207,118882,96484
3208,74455,30062
3209,107920,62463
3210,62376,25934
3211,20594,101383
3212,181984,14181
3213,162983,10385
3214,134847,2787
3215,190138,2069
3216,159272,61416
3217,221023,79515
3218,77248,14839
3219,36653,42186
3220,18773,28978
3221,21749,901
3222,87265,25010
3223,9018,36208
3224,12349,10098
3225,48342,18264
3226,73902,291861
3227,84395,33374
3228,44420,43368
3229,43618,127602
3230,184858,2155
3231,185014,11004
3232,158583,25212
3233,181618,36048
3234,164756,139
3235,235872,210307
3236,199290,47816
3237,194368,20682
3238,186045,25166
3239,156841,1831
3240,181151,10416
3241,218043,14271
3242,165798,4816
3243,94347,19958
3244,55471,28569
3245,85980,2193
3246,56173,64871
3247,63185,54575
3248,40506,11016
3249,47127,23020
3250,55024,54195
3251,61801,139058
3252,97372,20423
3253,74695,10839
3254,47898,36489
3255,42276,24481
3256,86969,11296
3257,92559,61651
3258,56875,28172
3259,62793,57855
3260,59044,28180
3261,86005,14280
3262,66141,72086
3263,39698,149687
